Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,No,Travel_Rarely,Research & Development,4,3,Marketing,3,Female,4,4,Human Resources,3,Single,13089,2,No,12,3,2,1,33,4,3,11,11,4,3
51,Yes,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,1,1,Manufacturing Director,1,Single,11142,1,No,16,3,3,2,17,3,2,10,8,9,17
23,No,Travel_Rarely,Research & Development,23,5,Medical,4,Female,1,3,Sales Representative,4,Divorced,17749,1,No,17,4,1,0,30,5,4,4,3,9,10
19,No,Travel_Rarely,Sales,20,3,Medical,2,Female,4,1,Laboratory Technician,2,Married,16587,4,No,16,3,4,0,26,5,2,26,22,2,15
30,No,Travel_Rarely,Research & Development,27,2,Human Resources,3,Female,3,3,Research Scientist,4,Single,10866,9,No,21,3,3,2,15,5,4,11,8,7,3
28,No,Non-Travel,Research & Development,14,5,Medical,2,Female,2,1,Sales Executive,2,Married,5531,6,No,13,3,1,1,9,5,2,16,15,9,5
40,Yes,Travel_Rarely,Sales,8,4,Life Sciences,4,Female,3,1,Manager,3,Married,13686,7,No,15,3,1,1,39,0,1,5,2,14,7
33,No,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,1,1,Healthcare Representative,4,Single,6330,9,No,18,3,4,1,11,0,4,32,31,0,17
48,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,5,Research Scientist,1,Married,6510,7,No,16,3,4,0,21,1,2,4,1,10,17
28,No,Travel_Frequently,Research & Development,25,5,Other,3,Male,4,1,Laboratory Technician,4,Single,9964,7,Yes,12,3,1,3,15,4,2,27,23,1,15
33,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,3,2,Human Resources,2,Single,7493,9,No,17,3,1,0,11,4,3,13,13,2,6
25,No,Travel_Rarely,Research & Development,5,5,Technical Degree,4,Male,3,2,Laboratory Technician,3,Married,11759,2,No,18,3,3,1,10,4,4,4,2,2,16
21,Yes,Travel_Frequently,Research & Development,6,5,Human Resources,4,Male,4,2,Sales Representative,1,Single,6439,1,Yes,14,3,1,0,19,4,2,32,31,11,2
57,No,Travel_Rarely,Sales,22,5,Technical Degree,4,Male,3,4,Sales Executive,4,Divorced,15473,3,Yes,22,3,1,3,0,5,3,18,16,7,14
21,No,Travel_Rarely,Research & Development,26,4,Other,4,Female,1,1,Sales Representative,2,Single,10765,0,No,11,3,3,0,26,5,2,21,19,4,3
42,No,Travel_Frequently,Sales,8,5,Marketing,3,Male,4,2,Human Resources,1,Married,14279,2,No,12,3,2,2,2,0,4,4,1,7,15
20,Yes,Non-Travel,Research & Development,6,5,Marketing,1,Male,3,4,Research Director,3,Single,7511,8,No,14,4,3,1,11,2,1,1,1,10,13
49,Yes,Travel_Rarely,Research & Development,6,2,Life Sciences,1,Male,4,2,Sales Representative,1,Divorced,12483,6,Yes,17,4,3,1,29,3,4,29,26,13,16
20,No,Travel_Rarely,Research & Development,4,5,Medical,1,Male,2,3,Research Director,3,Single,18630,6,No,12,3,4,1,8,5,4,38,36,14,8
44,Yes,Travel_Rarely,Research & Development,7,4,Other,4,Male,4,5,Manufacturing Director,1,Divorced,3376,0,Yes,16,3,3,0,36,5,2,3,0,14,6
46,No,Travel_Rarely,Sales,24,2,Other,4,Male,3,1,Research Scientist,4,Single,12824,6,No,12,3,1,0,0,5,2,32,32,10,13
49,Yes,Travel_Rarely,Sales,19,5,Technical Degree,1,Female,1,5,Human Resources,2,Divorced,19211,9,Yes,22,3,1,0,3,2,4,12,12,5,11
36,No,Non-Travel,Sales,7,2,Human Resources,1,Male,4,5,Laboratory Technician,4,Married,7979,6,Yes,17,4,1,1,14,2,3,19,17,14,16
38,Yes,Travel_Rarely,Research & Development,3,4,Technical Degree,4,Female,4,3,Manufacturing Director,4,Married,10832,3,Yes,12,3,2,0,26,0,3,6,3,11,8
22,No,Travel_Rarely,Research & Development,8,2,Human Resources,4,Male,3,3,Sales Representative,3,Single,13504,6,No,13,3,1,1,7,5,3,14,10,1,11
35,Yes,Travel_Rarely,Research & Development,1,4,Other,2,Male,1,3,Research Scientist,3,Divorced,7910,7,Yes,19,4,2,0,22,3,2,22,21,10,11
45,No,Travel_Rarely,Research & Development,1,3,Medical,2,Male,1,4,Research Director,3,Single,15089,2,No,23,3,1,1,14,4,2,13,10,3,7
59,No,Travel_Rarely,Research & Development,14,5,Marketing,2,Female,2,2,Research Director,4,Married,3196,9,No,14,3,3,2,26,5,4,22,22,8,9
39,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,2,1,Healthcare Representative,1,Married,6978,1,No,24,3,4,0,30,0,1,18,15,3,11
38,No,Travel_Frequently,Sales,10,5,Human Resources,3,Male,3,3,Human Resources,1,Divorced,18153,6,No,15,3,1,1,38,0,2,28,27,4,4
23,No,Travel_Rarely,Sales,25,4,Marketing,4,Female,1,1,Research Director,4,Married,1780,4,No,19,3,2,2,7,3,4,19,15,4,0
18,No,Travel_Rarely,Research & Development,28,1,Life Sciences,2,Male,1,1,Sales Executive,4,Single,10908,4,Yes,17,3,2,2,29,1,4,28,24,9,8
22,Yes,Travel_Rarely,Research & Development,14,1,Medical,3,Male,2,1,Human Resources,2,Married,7303,4,No,18,3,4,3,17,0,1,23,22,7,14
58,No,Travel_Rarely,Research & Development,4,1,Other,4,Female,2,3,Healthcare Representative,3,Single,15686,6,Yes,21,3,1,0,3,2,3,17,16,5,1
29,No,Travel_Rarely,Research & Development,6,4,Medical,3,Female,3,3,Human Resources,3,Single,4983,8,Yes,13,4,3,1,21,2,4,9,7,9,3
43,No,Travel_Frequently,Research & Development,16,5,Human Resources,1,Female,1,2,Human Resources,4,Married,10503,7,No,21,3,1,3,2,4,4,7,7,6,3
51,No,Non-Travel,Research & Development,28,1,Other,1,Female,4,3,Laboratory Technician,4,Divorced,17905,5,No,21,3,1,0,14,0,4,25,23,5,2
31,No,Travel_Rarely,Sales,21,5,Technical Degree,1,Male,2,3,Research Director,1,Divorced,14070,6,No,14,3,4,2,34,4,3,28,25,13,15
43,No,Travel_Frequently,Sales,28,4,Life Sciences,2,Female,3,1,Sales Representative,4,Single,13232,8,No,17,3,1,0,37,0,3,9,8,13,7
44,No,Travel_Rarely,Sales,1,5,Technical Degree,4,Male,1,2,Sales Representative,1,Married,5583,5,No,14,3,3,1,32,3,1,16,14,13,6
26,No,Travel_Rarely,Sales,6,5,Other,1,Male,1,5,Research Scientist,4,Single,6946,0,Yes,12,3,2,2,13,5,2,1,1,4,11
43,No,Travel_Rarely,Research & Development,9,1,Life Sciences,2,Male,2,3,Research Scientist,2,Married,17377,3,Yes,24,3,4,3,0,0,3,5,5,14,11
39,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,2,Female,3,3,Research Scientist,2,Single,8128,7,Yes,20,3,3,0,25,1,2,4,3,4,3
47,No,Travel_Rarely,Research & Development,12,3,Technical Degree,2,Female,4,5,Research Scientist,1,Married,12889,6,Yes,16,3,2,0,7,2,2,27,25,2,14
34,Yes,Travel_Rarely,Research & Development,3,4,Life Sciences,2,Male,2,1,Manufacturing Director,3,Divorced,13275,2,No,19,4,4,3,15,3,3,4,0,6,5
43,No,Travel_Rarely,Sales,11,4,Other,1,Male,3,2,Sales Representative,2,Single,3461,9,No,12,3,4,0,37,5,4,17,16,12,2
53,Yes,Travel_Rarely,Research & Development,15,4,Human Resources,2,Male,1,1,Research Scientist,1,Married,15291,2,Yes,11,4,2,0,9,5,1,25,22,9,6
18,Yes,Travel_Rarely,Research & Development,3,3,Human Resources,1,Female,4,4,Healthcare Representative,4,Single,15036,2,No,18,3,2,0,36,2,2,19,17,4,5
25,No,Travel_Rarely,Research & Development,14,2,Other,1,Male,3,3,Sales Representative,4,Divorced,12435,0,No,11,3,3,2,25,5,4,26,24,6,0
52,Yes,Travel_Frequently,Research & Development,2,5,Technical Degree,2,Male,4,4,Human Resources,1,Single,1685,9,No,11,4,1,2,27,4,3,11,10,14,7
32,No,Travel_Rarely,Research & Development,29,4,Medical,1,Female,3,3,Research Director,3,Married,19544,0,Yes,13,3,1,1,11,3,2,6,4,1,0
39,Yes,Travel_Rarely,Research & Development,4,5,Other,4,Female,3,4,Human Resources,1,Divorced,13258,5,Yes,15,3,1,0,19,1,2,2,0,8,15
31,Yes,Travel_Rarely,Sales,26,1,Human Resources,4,Female,3,5,Sales Representative,1,Single,16990,0,Yes,23,3,1,1,13,2,2,9,6,7,2
43,No,Travel_Frequently,Sales,19,1,Other,3,Female,3,3,Laboratory Technician,2,Married,17422,4,Yes,22,3,1,2,34,0,4,33,30,14,1
45,No,Travel_Rarely,Research & Development,12,1,Life Sciences,4,Female,4,3,Sales Executive,1,Single,11736,3,No,19,3,3,0,28,0,4,24,20,4,5
40,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,4,Sales Representative,1,Divorced,5875,4,Yes,21,3,4,1,11,0,4,34,31,1,7
31,Yes,Travel_Rarely,Research & Development,17,3,Other,1,Male,4,2,Manager,4,Single,18640,6,No,20,3,3,0,17,3,2,15,11,5,6
41,Yes,Non-Travel,Research & Development,3,4,Technical Degree,4,Male,3,4,Research Scientist,2,Divorced,12182,5,No,12,3,3,0,1,1,2,1,0,7,6
19,No,Travel_Rarely,Research & Development,10,1,Medical,2,Female,4,3,Sales Executive,4,Divorced,3196,8,No,22,3,3,3,1,5,1,23,19,6,17
43,No,Travel_Rarely,Sales,16,1,Life Sciences,2,Male,4,3,Manufacturing Director,4,Married,8165,5,No,22,3,4,1,16,1,1,9,6,7,2
31,Yes,Travel_Rarely,Sales,22,4,Human Resources,1,Female,4,2,Manufacturing Director,3,Married,16997,8,Yes,11,3,3,2,9,1,4,37,34,3,10
24,No,Travel_Rarely,Sales,9,3,Life Sciences,2,Male,3,1,Manager,3,Married,15215,3,No,11,3,3,1,17,2,4,21,20,13,10
20,No,Travel_Rarely,Research & Development,11,3,Human Resources,3,Male,4,2,Healthcare Representative,2,Single,1301,0,No,18,3,4,1,21,3,3,25,22,2,2
40,No,Travel_Rarely,Research & Development,21,5,Medical,3,Male,1,1,Human Resources,2,Single,18030,0,Yes,20,3,3,1,18,0,4,38,34,6,0
35,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,3,Research Director,3,Single,15571,9,Yes,20,3,1,3,0,2,1,26,25,1,9
55,No,Travel_Rarely,Research & Development,3,1,Technical Degree,4,Male,4,5,Human Resources,3,Married,10951,6,No,20,3,2,0,23,5,1,28,24,13,1
52,No,Non-Travel,Sales,16,3,Human Resources,2,Male,1,5,Sales Representative,3,Divorced,11773,2,No,12,4,3,2,35,1,1,37,34,4,16
32,Yes,Non-Travel,Sales,21,1,Life Sciences,1,Female,4,4,Human Resources,3,Divorced,17140,1,No,23,3,2,3,24,0,2,19,16,12,8
42,No,Travel_Rarely,Research & Development,21,2,Life Sciences,4,Female,2,2,Laboratory Technician,3,Married,14057,5,No,19,3,3,2,35,3,2,26,22,6,17
54,Yes,Travel_Rarely,Research & Development,21,1,Other,3,Male,4,2,Human Resources,4,Married,13500,5,No,19,3,3,3,30,4,4,19,17,0,8
45,No,Travel_Rarely,Sales,28,3,Technical Degree,4,Male,4,5,Research Scientist,2,Divorced,16921,6,Yes,12,3,1,0,30,1,3,18,17,3,10
27,No,Travel_Frequently,Research & Development,12,5,Technical Degree,4,Male,2,1,Human Resources,4,Divorced,12870,4,No,13,3,4,2,1,1,3,19,18,14,16
56,No,Travel_Frequently,Research & Development,23,4,Other,3,Male,3,2,Manager,4,Married,5082,7,Yes,12,3,2,1,18,1,3,34,31,1,13
34,Yes,Non-Travel,Sales,5,4,Human Resources,1,Male,2,1,Manufacturing Director,1,Single,14718,6,Yes,16,3,4,3,11,1,2,1,0,5,17
56,No,Travel_Rarely,Research & Development,7,3,Marketing,4,Male,3,1,Research Scientist,4,Married,11517,1,No,17,3,1,2,9,0,1,29,25,11,17
39,No,Travel_Frequently,Sales,9,3,Medical,4,Male,2,1,Laboratory Technician,3,Married,4754,0,No,22,3,1,0,30,3,1,33,30,0,11
43,No,Travel_Frequently,Research & Development,21,2,Technical Degree,4,Female,4,1,Healthcare Representative,3,Married,2724,8,No,16,3,2,2,21,2,2,21,20,6,17
42,No,Travel_Rarely,Sales,18,1,Marketing,2,Male,4,4,Human Resources,1,Divorced,2376,4,No,13,3,4,3,22,0,3,2,2,2,7
34,No,Travel_Frequently,Research & Development,21,2,Human Resources,4,Male,3,4,Sales Representative,1,Divorced,9706,4,No,22,3,1,0,22,3,3,5,4,11,7
30,No,Travel_Rarely,Research & Development,8,4,Medical,3,Male,3,5,Laboratory Technician,1,Married,9894,9,Yes,13,3,3,1,14,2,4,14,10,0,7
37,No,Travel_Rarely,Research & Development,12,1,Technical Degree,1,Female,1,4,Manufacturing Director,1,Single,19037,3,Yes,22,3,3,3,25,1,4,26,25,14,14
42,No,Non-Travel,Sales,20,2,Life Sciences,1,Female,1,2,Research Scientist,1,Single,19450,1,Yes,12,3,3,3,2,3,3,9,7,7,7
21,No,Travel_Rarely,Sales,2,4,Technical Degree,3,Female,4,4,Research Director,4,Single,17406,4,No,12,3,4,0,22,1,2,8,6,6,13
27,No,Travel_Frequently,Research & Development,10,1,Medical,2,Female,4,2,Manager,1,Married,19844,1,No,21,3,3,3,19,3,3,32,29,1,12
20,No,Travel_Rarely,Sales,19,5,Marketing,3,Male,1,2,Laboratory Technician,4,Divorced,6926,6,No,22,3,3,2,39,5,4,31,29,6,7
58,No,Travel_Frequently,Research & Development,9,5,Life Sciences,1,Male,1,1,Healthcare Representative,2,Married,7251,8,No,15,3,1,1,38,4,3,5,1,2,16
35,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,3,5,Healthcare Representative,1,Married,10496,8,No,21,4,1,2,7,1,2,35,35,14,5
53,No,Non-Travel,Sales,24,3,Human Resources,2,Female,2,1,Sales Executive,1,Single,4300,5,Yes,21,3,3,0,17,1,1,1,1,12,16
39,No,Travel_Frequently,Research & Development,8,1,Medical,1,Male,3,1,Healthcare Representative,4,Married,9553,0,No,18,3,3,3,5,1,2,28,25,8,3
51,No,Travel_Rarely,Research & Development,24,2,Technical Degree,2,Male,1,4,Manager,2,Divorced,4727,5,No,16,3,1,1,26,5,2,3,0,7,6
25,No,Travel_Rarely,Human Resources,24,3,Human Resources,3,Female,4,4,Research Scientist,4,Married,17898,4,No,19,3,2,0,35,0,4,0,0,4,16
57,No,Travel_Frequently,Research & Development,24,3,Other,4,Male,1,2,Laboratory Technician,4,Single,17832,3,No,21,3,4,2,14,2,2,18,14,6,17
36,No,Travel_Rarely,Research & Development,1,1,Other,3,Male,4,4,Healthcare Representative,1,Divorced,7019,5,Yes,15,3,4,3,36,1,2,25,23,2,5
59,No,Travel_Rarely,Sales,6,1,Life Sciences,2,Male,4,4,Laboratory Technician,3,Single,16463,5,No,20,3,1,3,4,1,4,24,20,0,9
58,No,Travel_Rarely,Sales,12,3,Medical,3,Male,4,3,Healthcare Representative,3,Married,11047,5,No,14,3,4,0,38,0,4,9,5,0,17
54,Yes,Travel_Frequently,Research & Development,25,4,Marketing,4,Male,4,2,Healthcare Representative,4,Single,12754,1,Yes,19,4,1,2,8,0,1,14,14,14,6
23,No,Travel_Rarely,Human Resources,24,2,Life Sciences,2,Male,2,2,Research Director,1,Married,3520,6,No,22,3,1,3,6,4,3,21,17,10,13
43,No,Non-Travel,Sales,19,1,Human Resources,3,Female,1,3,Human Resources,2,Single,4081,3,No,20,3,1,2,19,3,2,20,19,1,13
51,No,Travel_Rarely,Sales,27,3,Life Sciences,2,Male,3,2,Research Director,3,Married,2428,8,No,21,3,1,1,9,1,4,21,17,7,9
23,Yes,Travel_Rarely,Sales,17,4,Technical Degree,2,Female,4,5,Laboratory Technician,2,Married,4967,9,Yes,24,3,2,3,25,3,1,35,35,0,8
54,No,Travel_Rarely,Sales,2,5,Human Resources,1,Female,4,5,Sales Executive,3,Single,7445,1,No,15,3,3,1,3,0,3,33,31,10,9
50,No,Non-Travel,Sales,11,3,Marketing,1,Male,3,3,Laboratory Technician,1,Divorced,15566,4,No,11,3,3,3,37,0,4,29,25,11,1
39,No,Travel_Frequently,Research & Development,18,4,Medical,2,Male,3,4,Sales Executive,4,Single,15042,3,No,15,3,2,0,23,4,3,24,23,4,2
38,No,Travel_Rarely,Research & Development,23,5,Human Resources,3,Female,4,5,Human Resources,2,Divorced,12329,8,No,15,3,4,3,13,2,3,27,24,8,15
23,No,Non-Travel,Sales,28,4,Medical,3,Male,3,3,Laboratory Technician,2,Married,3159,3,No,15,3,4,3,0,5,2,0,0,11,9
23,No,Travel_Rarely,Sales,22,1,Medical,3,Male,3,5,Research Director,4,Married,6132,7,No,23,3,3,2,16,5,2,3,0,8,10
21,No,Travel_Rarely,Research & Development,11,3,Life Sciences,4,Male,2,1,Manager,2,Married,19931,7,No,12,4,4,2,23,5,4,6,5,1,9
47,No,Travel_Frequently,Research & Development,18,5,Technical Degree,2,Male,3,3,Laboratory Technician,3,Single,15933,5,No,23,3,3,1,26,0,3,8,8,6,11
28,Yes,Travel_Rarely,Sales,8,4,Life Sciences,2,Female,1,2,Human Resources,4,Single,11473,5,Yes,16,3,3,1,6,1,4,35,35,10,13
47,No,Travel_Rarely,Research & Development,15,5,Other,4,Female,1,5,Research Director,3,Married,11805,7,No,15,3,2,1,8,4,4,18,16,0,8
48,No,Travel_Frequently,Research & Development,9,2,Other,2,Male,1,2,Laboratory Technician,3,Divorced,4083,9,Yes,12,3,4,3,34,2,3,0,0,2,12
41,No,Travel_Rarely,Research & Development,15,3,Medical,2,Female,4,3,Sales Representative,1,Divorced,18421,8,No,22,3,2,3,11,5,4,9,5,5,5
26,No,Travel_Rarely,Research & Development,7,1,Technical Degree,4,Male,1,5,Healthcare Representative,3,Single,14944,4,No,20,3,3,1,20,4,3,35,32,8,10
20,No,Travel_Rarely,Research & Development,20,5,Human Resources,1,Female,2,2,Research Scientist,1,Married,8604,0,No,24,3,3,0,2,0,3,8,8,9,0
48,No,Travel_Rarely,Research & Development,13,4,Medical,2,Female,1,4,Research Director,2,Married,16379,0,No,18,3,3,0,14,5,3,31,27,1,14
57,No,Travel_Rarely,Research & Development,13,5,Human Resources,4,Female,4,4,Sales Executive,2,Married,4983,1,No,16,3,1,3,20,2,3,31,27,6,6
54,Yes,Travel_Frequently,Sales,1,4,Medical,3,Male,2,1,Manufacturing Director,1,Divorced,2778,9,Yes,21,3,1,0,9,3,1,5,5,14,10
53,Yes,Travel_Rarely,Research & Development,20,5,Life Sciences,1,Female,1,3,Manufacturing Director,3,Single,6110,9,No,20,3,1,0,32,2,3,37,37,3,16
41,No,Travel_Frequently,Sales,4,1,Medical,3,Male,2,2,Healthcare Representative,4,Married,13087,4,No,22,3,2,1,5,1,2,16,15,1,4
48,Yes,Travel_Frequently,Sales,24,1,Medical,2,Male,2,1,Manufacturing Director,4,Married,18508,3,Yes,21,3,3,0,1,5,2,9,6,2,8
23,No,Travel_Frequently,Research & Development,4,3,Technical Degree,1,Male,4,3,Sales Executive,1,Single,18081,0,Yes,13,3,4,0,28,5,2,26,26,5,15
19,No,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Female,4,4,Sales Representative,2,Married,3179,3,No,19,3,2,3,39,3,3,34,33,9,10
37,Yes,Travel_Rarely,Research & Development,13,5,Human Resources,2,Male,2,2,Research Scientist,2,Single,10596,3,No,23,3,2,3,32,3,2,20,20,8,16
45,No,Travel_Rarely,Sales,2,5,Technical Degree,4,Male,1,5,Laboratory Technician,4,Married,6251,9,No,21,3,2,3,3,5,1,24,22,7,5
28,No,Travel_Frequently,Research & Development,28,1,Medical,1,Male,4,4,Healthcare Representative,1,Married,10235,3,No,21,3,4,0,3,1,4,27,25,9,14
21,Yes,Travel_Rarely,Research & Development,26,2,Technical Degree,3,Male,2,5,Research Director,4,Single,19313,0,Yes,24,3,3,1,28,3,3,14,12,13,2
32,No,Travel_Rarely,Sales,23,5,Technical Degree,2,Male,3,5,Research Director,3,Single,15871,8,No,14,4,1,2,36,0,2,3,3,10,8
23,No,Travel_Rarely,Human Resources,15,3,Marketing,2,Female,3,2,Research Scientist,3,Divorced,2013,2,No,13,3,3,3,19,5,1,28,24,8,11
47,No,Travel_Frequently,Research & Development,4,2,Marketing,4,Male,4,2,Human Resources,1,Divorced,17610,3,No,17,3,3,3,22,2,4,8,4,3,17
55,No,Travel_Rarely,Sales,27,1,Other,1,Male,1,5,Manager,1,Divorced,2828,4,No,22,4,2,3,17,2,1,26,24,11,15
19,No,Non-Travel,Sales,6,4,Life Sciences,4,Female,3,1,Human Resources,3,Divorced,8909,6,No,23,3,2,1,24,1,2,25,22,3,7
32,No,Travel_Rarely,Research & Development,3,5,Life Sciences,1,Female,3,5,Manufacturing Director,2,Single,6588,5,No,24,3,2,2,0,0,1,18,17,14,4
28,No,Travel_Rarely,Research & Development,7,4,Technical Degree,2,Female,3,5,Laboratory Technician,1,Single,14109,4,No,18,3,1,2,14,3,4,27,25,8,11
25,Yes,Travel_Rarely,Sales,6,3,Other,1,Female,1,2,Healthcare Representative,3,Single,3023,7,Yes,17,3,1,3,33,5,2,16,15,7,5
43,No,Travel_Rarely,Research & Development,3,2,Other,2,Male,1,3,Healthcare Representative,3,Divorced,15537,0,No,11,3,1,0,19,2,4,19,18,11,11
22,No,Non-Travel,Sales,4,4,Human Resources,1,Female,4,4,Manufacturing Director,2,Married,6891,6,No,11,3,3,3,36,2,1,39,37,14,14
23,No,Travel_Rarely,Research & Development,10,3,Marketing,3,Male,4,2,Sales Representative,2,Married,2080,5,No,23,3,2,3,26,2,3,38,34,1,9
43,Yes,Travel_Rarely,Research & Development,21,4,Other,1,Female,3,1,Research Director,2,Divorced,6036,4,Yes,15,3,4,0,21,2,3,22,19,7,16
21,Yes,Travel_Frequently,Sales,9,4,Medical,3,Female,1,4,Healthcare Representative,2,Married,16379,6,No,24,3,3,0,4,4,3,31,29,0,6
36,No,Travel_Rarely,Research & Development,6,3,Human Resources,1,Female,2,2,Human Resources,4,Single,11822,2,Yes,18,3,1,3,33,1,3,32,31,8,6
37,Yes,Non-Travel,Research & Development,29,5,Technical Degree,1,Female,3,2,Sales Representative,2,Single,3563,0,No,24,3,4,1,38,3,4,4,4,8,10
50,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,4,3,Sales Representative,4,Single,4292,8,No,20,3,4,1,2,5,3,33,33,12,1
37,No,Travel_Rarely,Research & Development,27,3,Life Sciences,4,Male,1,1,Research Director,1,Single,4586,1,No,21,4,2,0,16,5,4,39,38,14,1
29,Yes,Travel_Rarely,Research & Development,11,4,Marketing,2,Female,4,1,Manufacturing Director,3,Married,17087,9,Yes,13,4,4,3,23,5,2,10,8,7,13
18,No,Travel_Frequently,Human Resources,7,5,Medical,4,Male,4,2,Manager,4,Divorced,17100,2,No,18,3,1,1,23,3,3,2,0,10,17
43,No,Travel_Rarely,Sales,18,3,Technical Degree,1,Male,1,3,Healthcare Representative,1,Single,7643,7,No,13,3,2,3,2,1,4,32,30,4,15
31,No,Non-Travel,Research & Development,4,4,Medical,4,Female,3,2,Sales Executive,1,Married,4959,9,No,14,3,4,3,6,0,3,10,7,4,10
55,No,Travel_Frequently,Sales,5,1,Medical,1,Male,1,5,Human Resources,4,Married,12005,8,No,20,3,2,3,24,1,3,15,15,12,8
54,No,Non-Travel,Sales,4,5,Other,3,Female,3,5,Research Scientist,1,Divorced,11775,2,No,17,3,4,1,2,2,3,17,16,2,6
28,No,Non-Travel,Sales,4,4,Marketing,1,Female,4,3,Manager,1,Married,1161,5,No,13,3,3,2,14,2,4,29,25,4,3
53,No,Travel_Rarely,Human Resources,27,2,Life Sciences,2,Male,1,2,Research Director,4,Divorced,17029,6,Yes,14,3,3,3,28,1,1,9,7,3,15
30,No,Travel_Rarely,Research & Development,13,3,Technical Degree,3,Male,2,3,Laboratory Technician,1,Married,17977,0,Yes,18,3,1,1,28,1,3,17,14,0,13
20,No,Travel_Rarely,Sales,16,4,Human Resources,2,Male,3,2,Healthcare Representative,2,Single,15226,6,No,14,3,3,2,9,3,3,37,35,8,10
50,No,Travel_Rarely,Sales,25,5,Human Resources,2,Female,2,2,Sales Representative,2,Married,12154,3,No,19,3,3,0,31,3,2,18,15,14,7
23,No,Travel_Rarely,Research & Development,14,5,Technical Degree,2,Male,3,5,Manufacturing Director,3,Single,13080,4,No,14,3,3,1,22,4,1,35,33,9,10
27,No,Travel_Rarely,Research & Development,11,2,Life Sciences,4,Male,1,4,Healthcare Representative,1,Married,4390,7,No,23,3,4,2,38,5,4,12,8,13,16
22,Yes,Travel_Rarely,Research & Development,29,2,Technical Degree,2,Female,2,1,Sales Executive,3,Single,6997,3,Yes,24,3,4,1,8,4,2,2,0,3,9
40,No,Travel_Rarely,Research & Development,2,4,Other,3,Male,1,1,Manufacturing Director,2,Married,13693,3,No,14,3,2,2,36,5,3,9,8,2,11
27,No,Travel_Rarely,Research & Development,22,1,Human Resources,1,Male,3,3,Sales Representative,2,Divorced,18047,7,No,23,3,4,2,39,2,2,37,33,5,0
19,Yes,Travel_Rarely,Sales,14,5,Human Resources,2,Female,3,1,Sales Representative,2,Single,10324,4,No,15,3,3,1,13,4,2,0,0,0,1
30,Yes,Travel_Rarely,Research & Development,24,1,Medical,3,Female,3,5,Manufacturing Director,1,Divorced,1541,5,Yes,11,3,4,0,3,4,3,26,25,4,17
57,No,Travel_Rarely,Research & Development,24,1,Other,2,Male,3,4,Manager,1,Single,6093,4,No,17,3,1,3,19,0,1,7,3,14,6
19,No,Travel_Rarely,Research & Development,27,4,Human Resources,1,Male,4,2,Healthcare Representative,2,Single,14428,0,No,19,3,2,2,27,1,1,16,16,6,15
37,No,Travel_Frequently,Sales,7,3,Other,3,Male,3,2,Sales Executive,3,Married,12166,6,Yes,22,3,2,3,13,3,2,8,5,1,12
18,No,Travel_Rarely,Sales,26,3,Other,3,Female,2,5,Research Director,3,Divorced,18251,5,No,19,3,4,0,33,4,3,5,4,9,3
54,No,Travel_Frequently,Sales,11,3,Life Sciences,1,Male,3,1,Sales Representative,4,Married,17063,1,Yes,11,3,3,3,12,3,4,24,21,8,9
26,No,Travel_Rarely,Research & Development,4,2,Human Resources,3,Female,1,2,Healthcare Representative,2,Married,11258,6,No,16,3,2,3,30,5,2,38,37,11,8
34,No,Travel_Rarely,Research & Development,7,5,Marketing,1,Male,4,1,Sales Representative,3,Single,17044,5,No,13,3,1,1,32,4,4,27,24,14,17
26,No,Travel_Rarely,Sales,29,2,Life Sciences,3,Male,2,5,Laboratory Technician,2,Single,6469,4,No,14,3,1,1,38,5,2,32,32,5,8
28,No,Travel_Rarely,Research & Development,16,5,Life Sciences,3,Male,4,2,Research Director,3,Single,7256,7,No,18,3,2,0,27,4,2,36,32,1,9
32,Yes,Travel_Rarely,Research & Development,26,5,Other,1,Female,4,3,Healthcare Representative,4,Married,11720,4,No,14,3,3,1,24,2,3,8,6,7,7
41,Yes,Travel_Frequently,Research & Development,6,5,Marketing,1,Male,4,4,Research Scientist,4,Divorced,2169,1,Yes,18,3,3,2,31,0,3,17,15,7,10
55,Yes,Non-Travel,Research & Development,27,4,Life Sciences,3,Male,1,1,Research Scientist,2,Divorced,1830,5,Yes,14,3,4,0,8,5,4,20,18,0,12
